file_name,function_name,mean_cycles,std_cycles,num_samples
cbench-automotive-susan,put_image,511449,None,1
cbench-automotive-susan,main,10170094,None,1
polybench-cpu-gesummv,init_array,50558,None,1
polybench-cpu-gesummv,kernel_gesummv,9224.706711,906.8453615788484,1000000
polybench-cpu-gesummv,print_array,182267,None,1
polybench-cpu-gesummv,main,5368571974,None,1
polybench-cpu-ludcmp,init_array,41048,None,1
polybench-cpu-ludcmp,kernel_ludcmp,22181.93589284406,2158.400991734548,491396
polybench-cpu-ludcmp,print_array,99800,None,1
polybench-cpu-ludcmp,main,2644646895,None,1
shared-matmul-c,matmul,2820764847.75,606149.5031284911,4
shared-matmul-c,main,33368000,None,1
milepost-codelet-mibench-consumer-jpeg-c-src-jchuff-codelet-9-1,astex_codelet__9,9049.75244,1036.499247117303,1000000
milepost-codelet-mibench-consumer-jpeg-c-src-jchuff-codelet-9-1,main,5354299062,None,1
polybench-cpu-syr2k,init_array,60044,None,1
polybench-cpu-syr2k,kernel_syr2k,76945.43203110334,4958.931053659398,165127
polybench-cpu-syr2k,print_array,1395254,None,1
polybench-cpu-syr2k,main,885366156,None,1
milepost-codelet-mibench-telecomm-adpcm-c-src-adpcm-codelet-1-1,astex_codelet__1,42412.711655530285,3145.4276888425447,282707
milepost-codelet-mibench-telecomm-adpcm-c-src-adpcm-codelet-1-1,main,1500117005,None,1
polybench-cpu-atax,init_array,41804,None,1
polybench-cpu-atax,kernel_atax,9787.734199,7064.34627084878,1000000
polybench-cpu-atax,print_array,145056,None,1
polybench-cpu-atax,main,5346928027,None,1
milepost-codelet-mibench-consumer-tiffdither-src-tif-fax3-codelet-8-1,astex_codelet__8,5476.941125,969.3649229753922,1000000
milepost-codelet-mibench-consumer-tiffdither-src-tif-fax3-codelet-8-1,main,5449101073,None,1
milepost-codelet-mibench-consumer-jpeg-c-src-jfdctint-codelet-2-1,astex_codelet__2,5753.019905,946.534156656642,1000000
milepost-codelet-mibench-consumer-jpeg-c-src-jfdctint-codelet-2-1,main,5277923596,None,1
milepost-codelet-mibench-telecomm-adpcm-d-src-adpcm-codelet-1-1,astex_codelet__1,33440.688428182424,2530.09763424393,349608
milepost-codelet-mibench-telecomm-adpcm-d-src-adpcm-codelet-1-1,main,1854073365,None,1
milepost-codelet-mibench-security-pgp-e-src-mpilib-codelet-4-1,astex_codelet__4,5749.626841,947.1122487514205,1000000
milepost-codelet-mibench-security-pgp-e-src-mpilib-codelet-4-1,main,5466198116,None,1
cbench-consumer-jpeg-c,jpeg_std_error,7309.2,3474.4690977343735,10
cbench-consumer-jpeg-c,jpeg_mem_init,6217.5,2525.9695718234175,10
cbench-consumer-jpeg-c,jpeg_get_small,7099.38,3842.7879966694672,50
cbench-consumer-jpeg-c,jinit_memory_mgr,22382.6,7813.930028410089,10
cbench-consumer-jpeg-c,jpeg_CreateCompress,14294.6,6299.689978262599,10
cbench-consumer-jpeg-c,alloc_small,6874.926829268293,4106.690225215422,410
cbench-consumer-jpeg-c,jpeg_quality_scaling,6166.15,2381.8511658615007,20
cbench-consumer-jpeg-c,jpeg_alloc_quant_table,12025.1,4411.310903145518,20
cbench-consumer-jpeg-c,jpeg_add_quant_table,12187.975,5842.894191906997,40
cbench-consumer-jpeg-c,jpeg_set_linear_quality,18220.2,6626.650853699937,20
cbench-consumer-jpeg-c,jpeg_set_quality,18615.25,6770.110508893601,20
cbench-consumer-jpeg-c,jpeg_alloc_huff_table,12062.475,4448.4700913016295,40
cbench-consumer-jpeg-c,add_huff_table,12431,4795.34212035826,40
cbench-consumer-jpeg-c,std_huff_tables,30935.1,11643.006927861128,10
cbench-consumer-jpeg-c,jpeg_set_colorspace,6406.3,2161.674426530459,20
cbench-consumer-jpeg-c,jpeg_default_colorspace,12794.25,4605.6117128998185,20
cbench-consumer-jpeg-c,jpeg_set_defaults,30904.6,11661.52900399905,10
cbench-consumer-jpeg-c,keymatch,6067.993055555556,2605.294513760154,720
cbench-consumer-jpeg-c,parse_switches,232658.05,86073.62749381913,20
cbench-consumer-jpeg-c,jinit_read_ppm,16577.1,5901.552647867809,10
cbench-consumer-jpeg-c,select_file_type,72660.3,22959.072687671378,10
cbench-consumer-jpeg-c,pbm_getc,6212.969230769231,3405.4890414519055,130
cbench-consumer-jpeg-c,read_pbm_integer,33061.53333333333,12116.18660485543,30
cbench-consumer-jpeg-c,emit_message,7127.3,3203.902483257289,10
cbench-consumer-jpeg-c,start_input_ppm,38200.7,13752.629147023326,10
cbench-consumer-jpeg-c,fill_dc_scans,6164.1,2258.2442388070567,20
cbench-consumer-jpeg-c,fill_a_scan,6021.4375,2227.814646084841,80
cbench-consumer-jpeg-c,jpeg_simple_progression,74432.3,26238.42619369962,10
cbench-consumer-jpeg-c,jpeg_stdio_dest,12666.2,5299.106650076868,10
cbench-consumer-jpeg-c,jpeg_suppress_tables,7285.3,3293.6230658653094,10
cbench-consumer-jpeg-c,reset_error_mgr,5999.6,2287.009264908601,10
cbench-consumer-jpeg-c,init_destination,12020.8,4475.7891122993915,10
cbench-consumer-jpeg-c,jdiv_round_up,6099.164705882353,3157.97003687124,170
cbench-consumer-jpeg-c,initial_setup,87789.1,33501.44579118937,10
cbench-consumer-jpeg-c,validate_script,17132.7,9422.332337472382,10
cbench-consumer-jpeg-c,jinit_c_master_control,25563.2,12453.846864857996,10
cbench-consumer-jpeg-c,jinit_color_converter,12996.8,4796.532214932877,10
cbench-consumer-jpeg-c,jinit_downsampler,12735.6,4758.824019066522,10
cbench-consumer-jpeg-c,jpeg_get_large,6872.633333333333,4746.94359727713,90
cbench-consumer-jpeg-c,alloc_large,12552.377777777778,5634.902091963752,90
cbench-consumer-jpeg-c,alloc_sarray,17930.083333333332,6598.278374046705,60
cbench-consumer-jpeg-c,jinit_c_prep_controller,29877.7,11074.422603960493,10
cbench-consumer-jpeg-c,jinit_forward_dct,13319.4,4765.597670340579,10
cbench-consumer-jpeg-c,jinit_phuff_encoder,12312.5,4623.863638175811,10
cbench-consumer-jpeg-c,jround_up,6104.9,2248.2252337554874,60
cbench-consumer-jpeg-c,request_virt_barray,11915.966666666667,4213.702029326946,30
cbench-consumer-jpeg-c,jinit_c_coef_controller,68186,24116.015503763836,10
cbench-consumer-jpeg-c,jinit_c_main_controller,30219.7,11340.64430905248,10
cbench-consumer-jpeg-c,jinit_marker_writer,12073.9,4719.626384695202,10
cbench-consumer-jpeg-c,jpeg_mem_available,6269.5,2354.5003362355533,10
cbench-consumer-jpeg-c,alloc_barray,18150.9,6883.893562211873,30
cbench-consumer-jpeg-c,realize_virt_arrays,32661.4,11941.939877777162,10
cbench-consumer-jpeg-c,emit_byte,5277.157993730408,899.1479179345966,6380
cbench-consumer-jpeg-c,emit_marker,15975.292307692307,2274.800543494289,260
cbench-consumer-jpeg-c,emit_2bytes,16143.45,3092.486396443221,280
cbench-consumer-jpeg-c,emit_jfif_app0,93412.5,33199.80034829527,10
cbench-consumer-jpeg-c,write_file_header,18362,6917.800003533557,10
cbench-consumer-jpeg-c,jinit_compress_master,78140.7,28992.412773957873,10
cbench-consumer-jpeg-c,select_scan_parameters,5636.05,1018.3043082209826,100
cbench-consumer-jpeg-c,per_scan_setup,7957.55,5653.439102382145,100
cbench-consumer-jpeg-c,rgb_ycc_start,22709.8,16461.49031190338,10
cbench-consumer-jpeg-c,start_pass_downsample,6216.9,2507.0559737579765,10
cbench-consumer-jpeg-c,start_pass_prep,6117.2,2355.1792477195636,10
cbench-consumer-jpeg-c,start_pass_fdctmgr,22062.5,13521.761146389179,10
cbench-consumer-jpeg-c,start_pass_phuff,9896.784210526315,5273.576375588711,190
cbench-consumer-jpeg-c,start_iMCU_row,5450.103759398497,997.1577101040787,2660
cbench-consumer-jpeg-c,start_pass_coef,10743.694736842106,1443.4180559003469,190
cbench-consumer-jpeg-c,start_pass_main,6091.1,2261.3969846584264,10
cbench-consumer-jpeg-c,prepare_for_pass,27050.657894736843,10546.26333153151,190
cbench-consumer-jpeg-c,jpeg_start_compress,37288.5,14014.917681210658,10
cbench-consumer-jpeg-c,get_raw_row,6234.408173076923,2085.065103778358,2080
cbench-consumer-jpeg-c,rgb_ycc_convert,10061.405769230769,2427.6812516297437,2080
cbench-consumer-jpeg-c,pre_process_data,13695.591818181818,4543.80444683166,2200
cbench-consumer-jpeg-c,process_data_simple_main,11841.182211538462,3646.9059605519174,2080
cbench-consumer-jpeg-c,jpeg_write_scanlines,11153.125,2407.6078827191145,2080
cbench-consumer-jpeg-c,jcopy_sample_rows,5738.513461538461,2013.515755011621,1040
cbench-consumer-jpeg-c,expand_right_edge,5673.410897435898,1463.9002636103626,3120
cbench-consumer-jpeg-c,fullsize_downsample,16728.36923076923,3256.2805603620086,1040
cbench-consumer-jpeg-c,h2v2_downsample,12032.036538461538,2582.415955460016,2080
cbench-consumer-jpeg-c,sep_downsample,22334.748076923075,4747.070578978759,1040
cbench-consumer-jpeg-c,access_virt_barray,5565.438186813187,1062.1810953565277,3640
cbench-consumer-jpeg-c,jpeg_fdct_islow,6698.2366586538465,1575.8890841235254,8320
cbench-consumer-jpeg-c,forward_DCT,134081.35,53135.78646524357,520
cbench-consumer-jpeg-c,jzero_far,5626.496153846154,1263.6560993549183,260
cbench-consumer-jpeg-c,emit_symbol,7912.185149141546,2862.0393889093248,252780
cbench-consumer-jpeg-c,emit_bits,5262.325292936837,903.3169326686588,428420
cbench-consumer-jpeg-c,encode_mcu_DC_first,60314.87797202797,10966.361675227092,2860
cbench-consumer-jpeg-c,compress_output,149959.03684210527,82834.64838000352,2470
cbench-consumer-jpeg-c,compress_first_pass,62670.53076923077,10599.592243282386,130
cbench-consumer-jpeg-c,finish_input_ppm,5363,78.13521044389086,10
cbench-consumer-jpeg-c,emit_eobrun,7336.435778505507,4616.685657238416,167950
cbench-consumer-jpeg-c,jpeg_gen_optimal_table,130913.52,45138.739727102606,100
cbench-consumer-jpeg-c,finish_pass_gather_phuff,17685.78888888889,3735.6980470524595,90
cbench-consumer-jpeg-c,finish_pass_master,11091.231578947369,2449.5746221916415,190
cbench-consumer-jpeg-c,jpeg_make_c_derived_tbl,7643.918181818181,2684.3512332969926,110
cbench-consumer-jpeg-c,emit_dqt,245802.6,172898.60151078785,30
cbench-consumer-jpeg-c,emit_sof,86683.9,3659.991695497561,10
cbench-consumer-jpeg-c,write_frame_header,26916.4,461.15993851253916,10
cbench-consumer-jpeg-c,emit_dht,164956.21818181817,68305.42276555586,110
cbench-consumer-jpeg-c,emit_sos,52242.42,9457.99083900524,100
cbench-consumer-jpeg-c,write_scan_header,16723.09,3942.973973981435,100
cbench-consumer-jpeg-c,flush_bits,10511.9,835.4824227881031,100
cbench-consumer-jpeg-c,finish_pass_phuff,16224.3,2019.8826173515104,100
cbench-consumer-jpeg-c,encode_mcu_AC_first,25472.287844702467,28499.165879784025,27560
cbench-consumer-jpeg-c,emit_buffered_bits,7303.25133220554,7548.3022590202445,189160
cbench-consumer-jpeg-c,encode_mcu_AC_refine,129842.88327285921,128555.30451916603,27560
cbench-consumer-jpeg-c,empty_output_buffer,53178,4075.1049884225886,10
cbench-consumer-jpeg-c,dump_buffer,13102,157.0788902996764,10
cbench-consumer-jpeg-c,encode_mcu_DC_refine,37122.93356643357,3738.116566272814,1430
cbench-consumer-jpeg-c,write_file_trailer,10649.2,142.06086332586077,10
cbench-consumer-jpeg-c,term_destination,25462.6,3753.33070455799,10
cbench-consumer-jpeg-c,jpeg_free_large,5796.377777777778,1062.9172658807297,90
cbench-consumer-jpeg-c,jpeg_free_small,5582.48,1093.4498344268764,50
cbench-consumer-jpeg-c,free_pool,29218.7,27013.54890210109,30
cbench-consumer-jpeg-c,jpeg_abort,10982.7,84.09921389512377,10
cbench-consumer-jpeg-c,jpeg_finish_compress,1488042.8,18273.66511799,10
cbench-consumer-jpeg-c,jpeg_mem_term,5392.9,110.74139043535419,10
cbench-consumer-jpeg-c,self_destruct,27051.2,1450.8105627161972,10
cbench-consumer-jpeg-c,jpeg_destroy,12227.1,3405.849916769022,10
cbench-consumer-jpeg-c,jpeg_destroy_compress,10644.8,134.15977207957846,10
cbench-consumer-jpeg-c,main1,6799038.3,1974722.566746982,10
cbench-consumer-jpeg-c,main,826014,None,1
milepost-codelet-mibench-consumer-lame-src-quantize-pvt-codelet-6-1,astex_codelet__6,9088.162678,997.4541339383068,1000000
milepost-codelet-mibench-consumer-lame-src-quantize-pvt-codelet-6-1,main,5274166837,None,1
polybench-cpu-trmm,init_array,50498,None,1
polybench-cpu-trmm,kernel_trmm,24652.047627546297,1910.2808580206342,448249
polybench-cpu-trmm,print_array,5064811,None,1
polybench-cpu-trmm,main,2406099045,None,1
cbench-security-blowfish,BF_encrypt,12515.56120527307,3399.013237708081,531
cbench-security-blowfish,BF_set_key,6492604,None,1
cbench-security-blowfish,BF_cfb64_encrypt,100540.5,79495.06566133523,2
polybench-cpu-dynprog,init_array,41820,None,1
polybench-cpu-dynprog,kernel_dynprog,97874.21368,5197.240259420763,100000
polybench-cpu-dynprog,print_array,36883,None,1
polybench-cpu-dynprog,main,558455491,None,1
milepost-codelet-mibench-security-pgp-e-src-mpilib-codelet-3-1,astex_codelet__3,5684.657725,1029.6003017421885,1000000
milepost-codelet-mibench-security-pgp-e-src-mpilib-codelet-3-1,main,5451519962,None,1
milepost-codelet-mibench-consumer-tiffmedian-src-tiffmedian-codelet-1-1,astex_codelet__1,5822.264713,936.4272461638517,1000000
milepost-codelet-mibench-consumer-tiffmedian-src-tiffmedian-codelet-1-1,main,5355192544,None,1
polybench-cpu-medley-floyd-warshall,init_array,38880,None,1
polybench-cpu-medley-floyd-warshall,kernel_floyd_warshall,66831.25105163382,3316.2706498042153,178294
polybench-cpu-medley-floyd-warshall,print_array,1559618,None,1
polybench-cpu-medley-floyd-warshall,main,956493397,None,1
polybench-cpu-3mm,init_array,30872,None,1
polybench-cpu-3mm,kernel_3mm,124861.34295,8619.049186366445,100000
polybench-cpu-3mm,print_array,1991584,None,1
polybench-cpu-3mm,main,607382650,None,1
cbench-consumer-tiff2rgba,processCompressOptions,22584,None,1
cbench-consumer-tiff2rgba,_TIFFgetMode,5723.931137724551,1037.099496463922,668
cbench-consumer-tiff2rgba,_TIFFmalloc,6104.233173652695,2031.6756864084364,8350
cbench-consumer-tiff2rgba,_TIFFmemset,9954.587111491302,7039.711340140228,7014
cbench-consumer-tiff2rgba,_TIFFSetDefaultCompressionState,5708.807385229541,1003.482666697829,1002
cbench-consumer-tiff2rgba,_tiffReadProc,8696.655531043178,1858.6776122690069,6346
cbench-consumer-tiff2rgba,TIFFInitOrder,5716.661676646707,946.0270564312011,334
cbench-consumer-tiff2rgba,_tiffMapProc,5453.65868263473,931.728092429519,167
cbench-consumer-tiff2rgba,_TIFFvoid,5443.2,842.3967759064335,835
cbench-consumer-tiff2rgba,_tiffSeekProc,6793.702275449102,1218.4653804364596,8350
cbench-consumer-tiff2rgba,CheckMalloc,10983.802395209581,2837.922762301754,835
cbench-consumer-tiff2rgba,TIFFFreeDirectory,17945.33982035928,12300.10762656078,668
cbench-consumer-tiff2rgba,_TIFFMergeFieldInfo,427766.23353293416,726831.7304242176,668
cbench-consumer-tiff2rgba,_TIFFSetupFieldInfo,13074.712574850299,2995.074266395002,501
cbench-consumer-tiff2rgba,_TIFFFindFieldInfo,5488.416123635083,1657.8004742721093,22712
cbench-consumer-tiff2rgba,OkToChangeTag,11047.907457811649,3346.4782085269617,5511
cbench-consumer-tiff2rgba,TIFFFindCODEC,5429.25,862.3892695580549,668
cbench-consumer-tiff2rgba,TIFFInitDumpMode,5552.169660678643,1360.8088848760815,501
cbench-consumer-tiff2rgba,TIFFSetCompressionScheme,22192.49251497006,3189.5522611536794,668
cbench-consumer-tiff2rgba,_TIFFFieldWithTag,10833.169787008263,1630.7943794020784,13193
cbench-consumer-tiff2rgba,_TIFFVSetField,18281.03873502994,4501.036855717429,5344
cbench-consumer-tiff2rgba,TIFFVSetField,16686.828706223914,4788.580049951243,5511
cbench-consumer-tiff2rgba,TIFFSetField,11378.646706586826,4801.617377636708,5511
cbench-consumer-tiff2rgba,TIFFDefaultDirectory,22256.576846307384,2635.0269988337564,501
cbench-consumer-tiff2rgba,CheckDirCount,5425.25615435795,965.2955918617048,4509
cbench-consumer-tiff2rgba,TIFFFetchNormalTag,23977.388023952095,4904.642484717073,2505
cbench-consumer-tiff2rgba,TIFFReassignTagToIgnore,5529.726214238191,981.1803614636316,3006
cbench-consumer-tiff2rgba,_TIFFrealloc,5838.190286094477,1425.9300549781062,1503
cbench-consumer-tiff2rgba,tagCompare,5411.344114402774,1112.4862793557097,50768
cbench-consumer-tiff2rgba,TIFFPredictorInit,11693.580838323353,2928.737898595018,167
cbench-consumer-tiff2rgba,TIFFInitLZW,16797.676646706586,2323.010210261991,167
cbench-consumer-tiff2rgba,PredictorVSetField,10484.824044219255,2132.40442973996,2171
cbench-consumer-tiff2rgba,TIFFNumberOfStrips,5593.556886227545,990.4282304012685,167
cbench-consumer-tiff2rgba,TIFFFetchData,16445.80496150556,2237.296962459116,1169
cbench-consumer-tiff2rgba,TIFFFetchShortArray,11147.56886227545,1578.538673305468,167
cbench-consumer-tiff2rgba,TIFFFetchPerSampleShorts,16767.610778443115,2154.232686613936,167
cbench-consumer-tiff2rgba,TIFFFetchString,11078.011976047905,2736.346957629609,334
cbench-consumer-tiff2rgba,_TIFFmemcpy,5428.855615871062,909.128596340255,35738
cbench-consumer-tiff2rgba,_TIFFsetByteArray,16412.09101796407,1802.6734626129366,835
cbench-consumer-tiff2rgba,_TIFFsetString,11086.005988023951,1774.119332336312,334
cbench-consumer-tiff2rgba,_TIFFfree,5742.1794475565,1562.5937908353258,5177
cbench-consumer-tiff2rgba,TIFFFetchLongArray,10922.170658682635,1609.2418255409705,334
cbench-consumer-tiff2rgba,TIFFFetchStripThing,21745.40119760479,2607.62674321892,334
cbench-consumer-tiff2rgba,cvtRational,5575.008982035928,991.3638662138115,334
cbench-consumer-tiff2rgba,TIFFFetchRational,16511.69760479042,2219.1447155701435,334
cbench-consumer-tiff2rgba,TIFFTileRowSize,5443.685628742515,1229.5469367383648,334
cbench-consumer-tiff2rgba,TIFFVTileSize,10956.889221556887,2083.5391544465165,334
cbench-consumer-tiff2rgba,TIFFTileSize,11049.973053892216,2015.0222874925098,334
cbench-consumer-tiff2rgba,TIFFScanlineSize,5522.978043912176,1303.3544754318903,1002
cbench-consumer-tiff2rgba,TIFFReadDirectory,352973.02994011977,38190.17502372137,167
cbench-consumer-tiff2rgba,TIFFClientOpen,52979.296407185626,5244.368547731127,334
cbench-consumer-tiff2rgba,TIFFFdOpen,13693.06886227545,1918.9320692862054,334
cbench-consumer-tiff2rgba,TIFFOpen,53520.16467065868,25866.436531781528,334
cbench-consumer-tiff2rgba,_TIFFVGetField,5569.106523794516,756.3046789076665,3173
cbench-consumer-tiff2rgba,PredictorVGetField,10954.80738522954,1468.345792983958,2004
cbench-consumer-tiff2rgba,TIFFVGetField,15084.769211576846,2703.4849360558837,4008
cbench-consumer-tiff2rgba,TIFFGetField,10831.36002994012,1368.6230248490422,4008
cbench-consumer-tiff2rgba,TIFFCheckRead,5358.948353293413,974.96769719592,69472
cbench-consumer-tiff2rgba,TIFFReadBufferSetup,15541.70508982036,3069.1336736285602,668
cbench-consumer-tiff2rgba,TIFFReadRawStrip1,16576.360663288808,1916.8180765612444,4342
cbench-consumer-tiff2rgba,LZWSetupDecode,15621.880239520959,2358.074571417581,167
cbench-consumer-tiff2rgba,PredictorSetup,11548.173652694612,2783.2319840236096,167
cbench-consumer-tiff2rgba,PredictorSetupDecode,17117.305389221558,1769.1589783038012,167
cbench-consumer-tiff2rgba,LZWPreDecode,11594.025103638876,1360.029333893008,4342
cbench-consumer-tiff2rgba,TIFFStartStrip,11120.660064486412,1730.5694381068515,4342
cbench-consumer-tiff2rgba,TIFFFillStrip,17360.25241824044,2914.0091858091882,4342
cbench-consumer-tiff2rgba,TIFFSeek,5769.898016467066,1636.6712381664047,69472
cbench-consumer-tiff2rgba,LZWDecode,22622.856820013818,2584.1774443429654,69472
cbench-consumer-tiff2rgba,horAcc8,7673.979229041916,1002.1229764449686,69472
cbench-consumer-tiff2rgba,PredictorDecodeRow,16447.099867572546,1944.2345129832281,69472
cbench-consumer-tiff2rgba,_TIFFNoPostDecode,5387.097837977891,1015.9995051890617,69472
cbench-consumer-tiff2rgba,TIFFReadScanline,27039.36439140949,2563.0609009870504,69472
cbench-consumer-tiff2rgba,get_histogram,2040840.6526946109,132776.69612199056,167
cbench-consumer-tiff2rgba,largest_box,7520.765386873312,1474.835336900311,42585
cbench-consumer-tiff2rgba,shrinkbox,6337.763167782083,5644.683487340098,85170
cbench-consumer-tiff2rgba,splitbox,18854.01981918516,18776.03133813094,42585
cbench-consumer-tiff2rgba,create_colorcell,259003.45908183634,143231.37750720617,3006
cbench-consumer-tiff2rgba,map_colortable,894796.1137724551,14768.16975690981,167
cbench-consumer-tiff2rgba,_tiffWriteProc,13780.02183867559,6867.25814141112,2839
cbench-consumer-tiff2rgba,_TIFFDefaultStripSize,11038.02994011976,1064.3732950174867,167
cbench-consumer-tiff2rgba,TIFFDefaultStripSize,11000.125748502995,1061.7544992238918,167
cbench-consumer-tiff2rgba,TIFFSetupStrips,27708.71856287425,4037.5238533164265,167
cbench-consumer-tiff2rgba,TIFFWriteCheck,22509.017964071856,3800.1378137233137,167
cbench-consumer-tiff2rgba,TIFFWriteBufferSetup,11680.389221556887,1851.4892730763688,167
cbench-consumer-tiff2rgba,TIFFFlushData1,10331.443113772455,2670.1251852212345,1002
cbench-consumer-tiff2rgba,TIFFFlushData,15660.05888223553,3407.92301559846,1002
cbench-consumer-tiff2rgba,_TIFFtrue,5427.057884231537,923.995239944057,1002
cbench-consumer-tiff2rgba,_TIFFNoPreCode,5512.928143712575,935.4448663325855,835
cbench-consumer-tiff2rgba,DumpModeEncode,10868.558786273607,1328.1795043359052,34736
cbench-consumer-tiff2rgba,TIFFWriteScanline,11351.006275909718,3343.9303182054687,34736
cbench-consumer-tiff2rgba,TIFFAppendToStrip,17804.958083832335,1740.7456379203625,835
cbench-consumer-tiff2rgba,TIFFGrowStrips,27592.06886227545,2373.818581509451,668
cbench-consumer-tiff2rgba,quant,2873089.5508982036,19203.914944319527,167
cbench-consumer-tiff2rgba,_TIFFsetShortArray,10981.984031936128,1488.9700667725026,501
cbench-consumer-tiff2rgba,LZWCleanup,16976.311377245507,1720.6402419504132,167
cbench-consumer-tiff2rgba,_tiffCloseProc,39951.700598802396,31016.811602938687,334
cbench-consumer-tiff2rgba,TIFFClose,41242.94910179641,3664.008745963182,334
cbench-consumer-tiff2rgba,TIFFLinkDirectory,21933.28143712575,1817.9599246919263,167
cbench-consumer-tiff2rgba,TIFFSetupShortLong,5456.471057884231,789.979474202133,501
cbench-consumer-tiff2rgba,TIFFWriteShortArray,5619.892215568862,916.1618933455787,167
cbench-consumer-tiff2rgba,TIFFWritePerSampleShorts,16779.413173652694,1303.5345104083012,167
cbench-consumer-tiff2rgba,TIFFWriteNormalTag,10855.601796407185,1101.2715365066178,1002
cbench-consumer-tiff2rgba,TIFFWriteData,16231.386655260907,1683.598987500342,1169
cbench-consumer-tiff2rgba,TIFFWriteLongArray,10887.101796407185,1291.5488670944121,334
cbench-consumer-tiff2rgba,TIFFWriteRationalArray,21817.413173652694,1528.5207858380097,334
cbench-consumer-tiff2rgba,TIFFWriteShortTable,21866.215568862277,2108.5666036255116,167
cbench-consumer-tiff2rgba,TIFFWriteDirectory,169288.8143712575,4958.439305351278,167
cbench-consumer-tiff2rgba,TIFFFlush,16518.071856287424,1360.339626130191,167
cbench-consumer-tiff2rgba,main1,2984667.6706586825,25072.6744541233,167
cbench-consumer-tiff2rgba,main,1577366,None,1
cbench-automotive-bitcount,bit_count,5397.032290666667,864.1233252884931,1125000
cbench-automotive-bitcount,bitcount,5322.674302222223,849.5899122000482,1125000
cbench-automotive-bitcount,ntbl_bitcnt,9775.94148525179,3456.4898353491294,6663961
cbench-automotive-bitcount,ntbl_bitcount,5447.049509333333,931.089100687931,1125000
cbench-automotive-bitcount,BW_btbl_bitcount,6179.7737617777775,537067.6168974625,1125000
cbench-automotive-bitcount,AR_btbl_bitcount,6806.019555555556,756728.4890941887,1125000
cbench-automotive-bitcount,bit_shifter,5594.312365333333,914.8314983446983,1125000
cbench-automotive-bitcount,main,45562800005,None,1
milepost-codelet-mibench-consumer-tiffdither-src-tif-fax3-codelet-9-1,astex_codelet__9,5446.003114,966.7474360674086,1000000
milepost-codelet-mibench-consumer-tiffdither-src-tif-fax3-codelet-9-1,main,5419239416,None,1
polybench-cpu-cholesky,init_array,37238,None,1
polybench-cpu-cholesky,kernel_cholesky,11885.959688874207,1191.6491752290865,777949
polybench-cpu-cholesky,print_array,1493428,None,1
polybench-cpu-cholesky,main,4147179804,None,1
cbench-office-stringsearch2,local_strncmp,5551.359906878679,1147.1775006914304,1138300
cbench-office-stringsearch2,strsearch2,232449.97212765957,189466.52204168646,28200
cbench-office-stringsearch2,main,158437259,None,1
polybench-cpu-seidel-2d,init_array,41964,None,1
polybench-cpu-seidel-2d,kernel_seidel_2d,81113.35259321379,3912.5179762227344,155020
polybench-cpu-seidel-2d,print_array,1592451,None,1
polybench-cpu-seidel-2d,main,828840699,None,1
polybench-cpu-lu,init_array,40528,None,1
polybench-cpu-lu,kernel_lu,18990.918280745413,1569.2107066737956,556148
polybench-cpu-lu,print_array,1431235,None,1
polybench-cpu-lu,main,2934194597,None,1
polybench-cpu-jacobi-2d-imper,init_array,21240,None,1
polybench-cpu-jacobi-2d-imper,kernel_jacobi_2d_imper,49898.12284084153,6516.365044068957,242224
polybench-cpu-jacobi-2d-imper,print_array,1614826,None,1
polybench-cpu-jacobi-2d-imper,main,1344862298,None,1
polybench-cpu-syrk,init_array,51264,None,1
polybench-cpu-syrk,kernel_syrk,47345.66691609765,3221.191491579566,256584
polybench-cpu-syrk,print_array,1396329,None,1
polybench-cpu-syrk,main,1365587889,None,1
cbench-bzip2,copyFileName,6084.084615384615,1294.9747543617268,260
cbench-bzip2,addFlagsFromEnvVar,6327.442307692308,838.6576633233215,104
cbench-bzip2,myMalloc,5400.2307692307695,942.408899877885,416
cbench-bzip2,mkCell,10666.442307692309,1354.5759364723747,208
cbench-bzip2,snocString,14030.532967032967,3342.356384351033,364
cbench-bzip2,hasSuffix,5844.711538461538,1174.3122031438184,52
cbench-bzip2,mapSuffix,12797.692307692309,2097.270752514189,52
cbench-bzip2,containsDubiousChars,5558.942307692308,576.8888299287229,52
cbench-bzip2,fileExists,20132.94230769231,6968.79572806894,104
cbench-bzip2,saveInputFileMetaInfo,16226.615384615385,388.27815751315444,52
cbench-bzip2,fopen_output_safely,41109.21153846154,5407.637015520639,52
cbench-bzip2,bz_config_ok,5782.653846153846,559.7483988230043,52
cbench-bzip2,default_bzalloc,6517.711538461538,3800.6723770832737,104
cbench-bzip2,BZ2_bzDecompressInit,17955.673076923078,2673.028309241418,52
cbench-bzip2,BZ2_bzReadOpen,14113.634615384615,2438.9030484138957,52
cbench-bzip2,myfeof,5906.762195121952,1421.6084020963003,21320
cbench-bzip2,makeMaps_d,8484.557692307691,1280.1971770681514,104
cbench-bzip2,BZ2_decompress,1843079.3967307692,1187671.4615254865,5200
cbench-bzip2,BZ2_bzDecompress,14694.098372781065,53726.13736265322,16224
cbench-bzip2,BZ2_hbCreateDecodeTables,8214.36858974359,2276.833159878062,624
cbench-bzip2,unRLE_obuf_to_output_FAST,258853.1298076923,46577.052364659256,11232
cbench-bzip2,BZ2_bzRead,28059.251520572452,125695.51579563155,11180
cbench-bzip2,BZ2_bzReadGetUnused,5878.096153846154,1059.8780777017516,52
