file_name,function_name,mean_cycles,std_cycles,num_samples
cbench-consumer-tiff2median,TIFFGetField,10645.642328199052,1350.2904093143768,6752
cbench-consumer-tiff2median,_tiffWriteProc,10881.491574512902,4222.030152509462,3798
cbench-consumer-tiff2median,TIFFInitPackBits,5431.345971563981,792.0407171330019,422
cbench-consumer-tiff2median,unixErrorHandler,21055.229857819904,2103.8403922282223,422
cbench-consumer-tiff2median,TIFFError,10881.450236966824,1338.449732915477,422
cbench-consumer-tiff2median,_TIFFDefaultStripSize,10716.86018957346,1303.6522702351556,422
cbench-consumer-tiff2median,TIFFDefaultStripSize,10916.251184834124,1902.056912220658,422
cbench-consumer-tiff2median,TIFFCheckRead,5233.315416514765,922.5378376158073,87776
cbench-consumer-tiff2median,TIFFReadBufferSetup,11384.225118483413,2210.8987863000534,422
cbench-consumer-tiff2median,TIFFReadRawStrip1,17205.888625592415,1747.6702712797317,422
cbench-consumer-tiff2median,LZWSetupDecode,13892.642180094786,2686.3434724004114,422
cbench-consumer-tiff2median,PredictorSetup,5353.96682464455,739.9248943325775,422
cbench-consumer-tiff2median,PredictorSetupDecode,16507.305687203792,2546.446962335281,422
cbench-consumer-tiff2median,LZWPreDecode,11391.67298578199,1377.3078933013521,422
cbench-consumer-tiff2median,TIFFStartStrip,16363.516587677725,1789.4892670861027,422
cbench-consumer-tiff2median,TIFFFillStrip,22028.20853080569,2118.787024508118,422
cbench-consumer-tiff2median,TIFFSeek,5299.640528162596,1055.9473335702455,87776
cbench-consumer-tiff2median,LZWDecode,11893.730290740066,1228.652537515184,87776
cbench-consumer-tiff2median,_TIFFNoPostDecode,5296.5192307692305,920.9764592675945,87776
cbench-consumer-tiff2median,TIFFReadScanline,26654.173350346337,2423.688829062645,87776
cbench-consumer-tiff2median,TIFFSetupStrips,31983.061611374407,3024.5766616079086,422
cbench-consumer-tiff2median,TIFFWriteCheck,21594.172985781992,2166.4252067993652,422
cbench-consumer-tiff2median,TIFFWriteBufferSetup,11028.428909952607,1374.1041559053097,422
cbench-consumer-tiff2median,TIFFFlushData1,8278.630331753555,3209.9206467325166,844
cbench-consumer-tiff2median,TIFFFlushData,13542.52962085308,3036.351736060315,844
cbench-consumer-tiff2median,_TIFFtrue,5301.434834123223,771.0573669492961,844
cbench-consumer-tiff2median,PackBitsPreEncode,10692.969194312796,1334.0576616677617,422
cbench-consumer-tiff2median,PackBitsEncode,6125.526890583144,992.4277685184279,87354
cbench-consumer-tiff2median,TIFFWriteScanline,11020.655505185796,2418.312215082841,87354
cbench-consumer-tiff2median,fsdither,5378866.765402843,157138.55129021066,422
cbench-consumer-tiff2median,LZWCleanup,16104.78672985782,1250.01154085474,422
cbench-consumer-tiff2median,_tiffCloseProc,33725.79383886256,24937.74987999634,844
cbench-consumer-tiff2median,TIFFClose,40650.086492890994,3839.6334632991184,844
cbench-consumer-tiff2median,TIFFAppendToStrip,17653.123222748814,2418.800802969841,422
cbench-consumer-tiff2median,TIFFLinkDirectory,21577.81279620853,2067.7042556569827,422
cbench-consumer-tiff2median,TIFFSetupShortLong,5357.314375987362,718.6758744747599,1266
cbench-consumer-tiff2median,TIFFWriteShortArray,5453.469194312796,764.8247111045863,422
cbench-consumer-tiff2median,TIFFWritePerSampleShorts,16384.47867298578,1274.657417817915,422
cbench-consumer-tiff2median,TIFFWriteNormalTag,11444.669939065674,2380.18899351135,2954
cbench-consumer-tiff2median,TIFFWriteData,15974.954186413903,1644.060795675069,1266
cbench-consumer-tiff2median,TIFFWriteByteArray,10684.59241706161,1042.7485353937823,422
cbench-consumer-tiff2median,TIFFWriteLongArray,5331.582938388626,781.0114219871515,844
cbench-consumer-tiff2median,TIFFWriteRationalArray,21464.640995260663,2184.214944358099,844
cbench-consumer-tiff2median,TIFFWriteDirectory,165450.88862559243,5440.272131870007,422
cbench-consumer-tiff2median,TIFFFlush,16282.248815165876,1930.9494956034039,422
cbench-consumer-tiff2median,main1,158196.48815165876,14474.096046540084,422
cbench-consumer-tiff2median,main,3046697,None,1
cbench-security-sha,sha_init,5727.77,784.7407745129491,1000
cbench-security-sha,byte_reverse,5517.037521523179,1199.340154412356,604000
cbench-security-sha,sha_transform,7163.705915562914,1365.1873641332452,604000
cbench-security-sha,sha_update,1322726.8574,172317.69179819,5000
cbench-security-sha,sha_final,16774.421,2315.9034281350005,1000
cbench-security-sha,sha_stream,71584.513,5604.760615886497,1000
cbench-security-sha,sha_print,22468,None,1
cbench-security-sha,main1,24338.438,3381.9443125943826,1000
cbench-security-sha,main,6767856,None,1
polybench-cpu-jacobi-1d-imper,init_array,28452,None,1
polybench-cpu-jacobi-1d-imper,kernel_jacobi_1d_imper,7359.542146,947.5826461974629,1000000
polybench-cpu-jacobi-1d-imper,print_array,136331,None,1
polybench-cpu-jacobi-1d-imper,main,5330514070,None,1
polybench-cpu-fdtd-2d,init_array,59372,None,1
polybench-cpu-fdtd-2d,kernel_fdtd_2d,22588.48319882489,1758.0588624221057,477913
polybench-cpu-fdtd-2d,print_array,5175282,None,1
polybench-cpu-fdtd-2d,main,2598546146,None,1
milepost-codelet-mibench-consumer-lame-src-fft-codelet-2-1,astex_codelet__2,152610.10843,7248.924271776048,100000
milepost-codelet-mibench-consumer-lame-src-fft-codelet-2-1,main,564609929,None,1
polybench-cpu-durbin,init_array,50166,None,1
polybench-cpu-durbin,kernel_durbin,8400.984069,1041.6434944127345,1000000
polybench-cpu-durbin,print_array,135140,None,1
polybench-cpu-durbin,main,5375228772,None,1
cbench-security-rijndael,set_key,12085.393096597963,1236.0385016366151,4027
cbench-security-rijndael,decrypt,6290.340687256182,964.7662091634347,998696
cbench-security-rijndael,decfile,1571524.4973926,49486.73228722164,4027
cbench-security-rijndael,main1,202984.34988825428,439378.4680054708,4027
cbench-security-rijndael,main,40491430,None,1
polybench-cpu-mvt,init_array,40630,None,1
polybench-cpu-mvt,kernel_mvt,9742.00281,1043.3411100923686,1000000
polybench-cpu-mvt,print_array,276878,None,1
polybench-cpu-mvt,main,5295201596,None,1
milepost-codelet-mibench-consumer-lame-src-newmdct-codelet-3-1,astex_codelet__3,8363.279058,1028.166410745265,1000000
milepost-codelet-mibench-consumer-lame-src-newmdct-codelet-3-1,main,5325609924,None,1
polybench-cpu-gemm,init_array,33892522,None,1
polybench-cpu-gemm,kernel_gemm,2078555685,5213671.95666302,6
polybench-cpu-gemm,print_array,2518923299,None,1
polybench-cpu-gemm,main,2185057,None,1
milepost-codelet-mibench-office-rsynth-src-nsynth-codelet-5-1,astex_codelet__5,5432.960926,1533.0560803206672,1000000
milepost-codelet-mibench-office-rsynth-src-nsynth-codelet-5-1,main,5455661236,None,1
cbench-automotive-qsort1,swap,5422.164153729785,829.140282068222,138815
cbench-automotive-qsort1,compare,5228.012172421567,841.1968289316079,656484
cbench-automotive-qsort1,shortsort,88347.04413062666,57722.719750623924,5665
cbench-automotive-qsort1,qsortx,3736870611,None,1
cbench-automotive-qsort1,main1,62175375,None,1
cbench-automotive-qsort1,main,340819,None,1
polybench-cpu-2mm,init_array,73108,None,1
polybench-cpu-2mm,kernel_2mm,207620,None,1
milepost-codelet-mibench-automotive-qsort1-src-qsort-codelet-1-1,astex_codelet__1,5381.107307,863.8214515915358,1000000
milepost-codelet-mibench-automotive-qsort1-src-qsort-codelet-1-1,main,5236091826,None,1
cbench-consumer-tiff2bw,_TIFFgetMode,5634.09887459807,1028.555462076165,1244
cbench-consumer-tiff2bw,_TIFFmalloc,5688.241379310345,1218.6723376381456,9019
cbench-consumer-tiff2bw,_TIFFmemset,9535.779742765273,3367.6306659637153,6220
cbench-consumer-tiff2bw,_TIFFSetDefaultCompressionState,5685.047159699893,989.19255664843,1866
cbench-consumer-tiff2bw,_tiffReadProc,8576.693504823152,1835.7728247914017,7775
cbench-consumer-tiff2bw,TIFFInitOrder,5539.75884244373,646.382152444651,622
cbench-consumer-tiff2bw,_tiffMapProc,5496.868167202572,1070.337058149404,311
cbench-consumer-tiff2bw,_TIFFvoid,5402.7453376205785,784.0377247910706,1555
cbench-consumer-tiff2bw,_tiffSeekProc,6713.400191187972,831.7090897172322,11507
cbench-consumer-tiff2bw,CheckMalloc,10944.649517684888,1688.5647652754365,1555
cbench-consumer-tiff2bw,TIFFFreeDirectory,17828.601286173634,12322.278180634114,1244
cbench-consumer-tiff2bw,_TIFFMergeFieldInfo,418894.6808681672,705799.6954404871,1244
cbench-consumer-tiff2bw,_TIFFSetupFieldInfo,12772.420150053591,2723.9804966319616,933
cbench-consumer-tiff2bw,_TIFFFindFieldInfo,5473.265294191339,1494.8525606800126,47894
cbench-consumer-tiff2bw,OkToChangeTag,11135.241336191497,3940.805777520886,11196
cbench-consumer-tiff2bw,TIFFFindCODEC,5339.0723472668815,731.9301011432516,1244
cbench-consumer-tiff2bw,TIFFInitDumpMode,5376.506966773848,806.5102786814275,933
cbench-consumer-tiff2bw,TIFFSetCompressionScheme,21768.528135048233,1993.5060718694258,1244
cbench-consumer-tiff2bw,_TIFFFieldWithTag,10732.077586533005,1521.9984341757972,26435
cbench-consumer-tiff2bw,_TIFFVSetField,17865.123013321085,3533.348132101928,10885
cbench-consumer-tiff2bw,TIFFVSetField,16606.19301536263,4562.647369312514,11196
cbench-consumer-tiff2bw,TIFFSetField,11107.975169703466,3710.041971559983,11196
cbench-consumer-tiff2bw,TIFFDefaultDirectory,22254.609860664525,2987.9971807799643,933
cbench-consumer-tiff2bw,CheckDirCount,5437.184113373824,1048.9595166521547,8397
cbench-consumer-tiff2bw,TIFFFetchNormalTag,23947.136548767416,4682.291163418423,4665
cbench-consumer-tiff2bw,TIFFReassignTagToIgnore,5480.914076455877,1090.3886761204703,5598
cbench-consumer-tiff2bw,_TIFFrealloc,5989.3794212218645,860.3283379754122,311
cbench-consumer-tiff2bw,tagCompare,5308.361715180234,887.3886361227998,94544
cbench-consumer-tiff2bw,TIFFPredictorInit,11430.372990353697,1013.115107833132,311
cbench-consumer-tiff2bw,TIFFInitLZW,16634.90032154341,1014.7319460282202,311
cbench-consumer-tiff2bw,PredictorVSetField,10389.967350976996,1991.6066286563341,4043
cbench-consumer-tiff2bw,TIFFNumberOfStrips,5484.200964630225,739.6423972517209,622
cbench-consumer-tiff2bw,TIFFFetchData,16454.23151125402,1786.5080332345924,2177
cbench-consumer-tiff2bw,TIFFFetchShortArray,11187.52733118971,1206.2608869877208,311
cbench-consumer-tiff2bw,TIFFFetchPerSampleShorts,16861.237942122185,1794.0731926597275,311
cbench-consumer-tiff2bw,TIFFFetchString,10977.245980707396,1060.0078018770334,622
cbench-consumer-tiff2bw,_TIFFmemcpy,5390.813279442257,889.2478736976252,66554
cbench-consumer-tiff2bw,_TIFFsetByteArray,16306.985209003215,1444.261780911507,1555
cbench-consumer-tiff2bw,_TIFFsetString,10958.707395498392,1230.7942554584806,1555
cbench-consumer-tiff2bw,_TIFFfree,5575.567702750983,980.4080315768015,8397
cbench-consumer-tiff2bw,TIFFFetchLongArray,10973.501607717042,1938.8836676832896,622
cbench-consumer-tiff2bw,TIFFFetchStripThing,21699.234726688104,1647.1525353182442,622
cbench-consumer-tiff2bw,cvtRational,5485.827974276527,1042.1792837945145,622
cbench-consumer-tiff2bw,TIFFFetchRational,16333.935691318327,1423.5003756688059,622
cbench-consumer-tiff2bw,TIFFTileRowSize,5429.818327974276,941.0913872458118,622
cbench-consumer-tiff2bw,TIFFVTileSize,10828.432475884245,1094.2701585135108,622
cbench-consumer-tiff2bw,TIFFTileSize,10943.893890675241,2722.1831619982227,622
cbench-consumer-tiff2bw,TIFFScanlineSize,5398.122722400857,667.7490799130333,1866
cbench-consumer-tiff2bw,TIFFReadDirectory,349981.536977492,10623.252172797842,311
cbench-consumer-tiff2bw,TIFFClientOpen,52265.41479099679,3196.835697219106,622
cbench-consumer-tiff2bw,TIFFFdOpen,13236.435691318327,1283.1111702599342,622
cbench-consumer-tiff2bw,TIFFOpen,50414.73954983923,23194.12625571817,622
cbench-consumer-tiff2bw,_TIFFVGetField,5478.440900321543,799.2511388111245,7775
cbench-consumer-tiff2bw,PredictorVGetField,10833.080845199816,1476.7410188151332,4354
cbench-consumer-tiff2bw,TIFFVGetField,14825.920393647082,2888.031910508257,10263
cbench-consumer-tiff2bw,TIFFGetField,10737.11468381565,1316.1887342832918,10263
cbench-consumer-tiff2bw,_tiffWriteProc,13709.286741062984,6786.062292216616,5287
cbench-consumer-tiff2bw,cpTag,13397.095458199357,3139.278722512477,4976
cbench-consumer-tiff2bw,cpTags,91300.18649517685,2993.6163173376003,311
cbench-consumer-tiff2bw,_TIFFDefaultStripSize,10864.315112540193,1109.4716079156215,311
cbench-consumer-tiff2bw,TIFFDefaultStripSize,11088.69774919614,1627.7854594196815,311
cbench-consumer-tiff2bw,TIFFCheckRead,5341.310212094979,971.8020870188817,64688
cbench-consumer-tiff2bw,TIFFReadBufferSetup,15403.258842443729,2780.061865279433,1244
cbench-consumer-tiff2bw,TIFFReadRawStrip1,16503.255503339104,1605.5838540500486,4043
cbench-consumer-tiff2bw,LZWSetupDecode,14383.016077170418,1212.6045427756098,311
cbench-consumer-tiff2bw,PredictorSetup,10945.8038585209,1316.0894824899055,311
cbench-consumer-tiff2bw,PredictorSetupDecode,16497.398713826366,896.0166159164352,311
cbench-consumer-tiff2bw,LZWPreDecode,11510.306208261192,1552.049149614452,4043
cbench-consumer-tiff2bw,TIFFStartStrip,11187.39896116745,2050.6601555587285,4043
cbench-consumer-tiff2bw,TIFFFillStrip,18006.351966361613,3113.331579996647,4043
cbench-consumer-tiff2bw,TIFFSeek,5692.522013356419,1612.2546998039086,64688
cbench-consumer-tiff2bw,LZWDecode,22713.34522631709,2494.811804425241,64688
cbench-consumer-tiff2bw,horAcc8,7748.761965124907,1046.8580894551471,64688
cbench-consumer-tiff2bw,PredictorDecodeRow,16437.611380781596,1747.7828532694905,64688
cbench-consumer-tiff2bw,_TIFFNoPostDecode,5301.033731140243,959.8297973517729,64688
cbench-consumer-tiff2bw,TIFFReadScanline,26751.06951830324,2191.765389702067,64688
cbench-consumer-tiff2bw,compresscontig,8077.022399826861,1075.1419090271525,64688
cbench-consumer-tiff2bw,TIFFSetupStrips,32630.881028938908,1719.2386842850424,311
cbench-consumer-tiff2bw,TIFFWriteCheck,21668.273311897105,1458.4793978976527,311
cbench-consumer-tiff2bw,TIFFWriteBufferSetup,11012.504823151125,1009.2438078513733,311
cbench-consumer-tiff2bw,TIFFFlushData1,10082.837620578779,2469.62605843981,1866
cbench-consumer-tiff2bw,TIFFFlushData,15451.337620578779,2606.1866538471822,1866
cbench-consumer-tiff2bw,_TIFFtrue,5354.614147909968,702.7179528656018,1866
cbench-consumer-tiff2bw,_TIFFNoPreCode,5385.945337620578,919.7611051654094,1555
cbench-consumer-tiff2bw,DumpModeEncode,10711.01748392283,1358.8140925496798,64688
cbench-consumer-tiff2bw,TIFFWriteScanline,11084.617626143952,2821.2885422967142,64688
cbench-consumer-tiff2bw,TIFFAppendToStrip,17518.8,1626.1294830833417,1555
cbench-consumer-tiff2bw,LZWCleanup,16474.34726688103,1703.2258222553298,311
cbench-consumer-tiff2bw,_tiffCloseProc,38771.332797427654,36088.677550578315,622
cbench-consumer-tiff2bw,TIFFClose,41236.01286173634,3548.9152219590064,622
cbench-consumer-tiff2bw,TIFFLinkDirectory,21877.66237942122,2183.139387589497,311
cbench-consumer-tiff2bw,TIFFSetupShortLong,5484.099678456591,791.896323557475,933
cbench-consumer-tiff2bw,TIFFWriteShortArray,5464.655948553054,620.6224611720678,311
cbench-consumer-tiff2bw,TIFFWritePerSampleShorts,16841.913183279743,3374.285066765015,311
cbench-consumer-tiff2bw,TIFFWriteNormalTag,12569.054662379422,2921.1840093205137,3110
cbench-consumer-tiff2bw,TIFFWriteData,16124.387689480936,1439.2361725837013,2177
cbench-consumer-tiff2bw,TIFFWriteByteArray,10754.448017148981,1307.2898951191817,933
cbench-consumer-tiff2bw,TIFFWriteLongArray,10762.991961414791,1633.3324326921538,622
cbench-consumer-tiff2bw,TIFFWriteRationalArray,21812.61575562701,1528.7615656413784,622
cbench-consumer-tiff2bw,TIFFWriteDirectory,184624.3729903537,4444.68340856409,311
cbench-consumer-tiff2bw,TIFFFlush,16373.861736334406,1895.3212095244185,311
cbench-consumer-tiff2bw,main1,3474105.5176848876,35057.604043209976,311
cbench-consumer-tiff2bw,main,2169246,None,1
polybench-cpu-doitgen,init_array,120106,None,1
polybench-cpu-doitgen,kernel_doitgen,803191.0681612182,7840.508855370176,16549
polybench-cpu-doitgen,print_array,21940856,None,1
polybench-cpu-doitgen,main,104144470,None,1
milepost-codelet-mibench-telecomm-gsm-src-short-term-codelet-2-1,astex_codelet__2,7772.329597,919.6110024250544,1000000
milepost-codelet-mibench-telecomm-gsm-src-short-term-codelet-2-1,main,5240760877,None,1
milepost-codelet-mibench-automotive-susan-e-src-susan-codelet-10-1,astex_codelet__10,3936158.9941571723,159523.8351311187,3423
milepost-codelet-mibench-automotive-susan-e-src-susan-codelet-10-1,main,38825831,None,1
milepost-codelet-mibench-consumer-lame-src-takehiro-codelet-16-1,astex_codelet__16,5346.052348,1545.751575043551,1000000
milepost-codelet-mibench-consumer-lame-src-takehiro-codelet-16-1,main,5404132147,None,1
cbench-consumer-jpeg-d,jpeg_std_error,6027.772277227723,1531.8037290404573,202
cbench-consumer-jpeg-d,jpeg_mem_init,5510.287128712871,582.7503725858343,202
cbench-consumer-jpeg-d,jpeg_get_small,8326.257425742575,8707.55113087475,1010
cbench-consumer-jpeg-d,jinit_memory_mgr,17710.242574257427,2337.9388412535723,202
cbench-consumer-jpeg-d,alloc_small,6571.529152915292,5096.309880377029,9090
cbench-consumer-jpeg-d,reset_marker_reader,5478.274752475248,1243.8127851180077,404
cbench-consumer-jpeg-d,jinit_marker_reader,17045.564356435643,2785.2164985147633,202
cbench-consumer-jpeg-d,jinit_input_controller,11199.732673267326,2138.8314305666736,202
cbench-consumer-jpeg-d,jpeg_CreateDecompress,23287.59405940594,3933.4784858406815,202
cbench-consumer-jpeg-d,jpeg_set_marker_processor,5318.762376237623,532.6497014436944,202
cbench-consumer-jpeg-d,keymatch,5363.973878238888,1123.1263349517067,18988
cbench-consumer-jpeg-d,parse_switches,258004.34405940594,25505.64625764827,404
cbench-consumer-jpeg-d,jpeg_stdio_src,40698.41584158416,8751.58302697042,202
cbench-consumer-jpeg-d,reset_error_mgr,5395.024752475248,571.0378126392934,202
cbench-consumer-jpeg-d,reset_input_controller,16786.480198019803,3481.4419200798843,202
cbench-consumer-jpeg-d,init_source,5702.678217821782,2702.775724571708,202
cbench-consumer-jpeg-d,fill_input_buffer,11901.836633663366,2254.5362319557457,606
cbench-consumer-jpeg-d,first_marker,12049.405940594059,1903.2705769592412,202
cbench-consumer-jpeg-d,emit_message,5318.229436405179,1051.2052915323245,5252
cbench-consumer-jpeg-d,get_soi,11323.079207920791,1762.9634971270264,202
cbench-consumer-jpeg-d,next_marker,5458.226072607261,1110.945848899828,1818
cbench-consumer-jpeg-d,get_app0,11312.509900990099,1882.2981857560421,202
cbench-consumer-jpeg-d,jpeg_alloc_quant_table,10982.826732673268,2120.556900419988,404
cbench-consumer-jpeg-d,get_dqt,17018.737623762376,2338.0290824840563,404
cbench-consumer-jpeg-d,get_sof,32637.51485148515,4283.285722360853,202
cbench-consumer-jpeg-d,jpeg_alloc_huff_table,10922.892326732674,2120.7543325019537,808
cbench-consumer-jpeg-d,get_dht,27833.85891089109,3961.4792556983284,808
cbench-consumer-jpeg-d,get_sos,32683.19306930693,3605.1573446871535,202
cbench-consumer-jpeg-d,read_markers,63306.430693069306,52742.414044094134,404
cbench-consumer-jpeg-d,jdiv_round_up,5330.98533186652,993.219249185867,5454
cbench-consumer-jpeg-d,initial_setup,75128.81188118811,7655.819654442669,202
cbench-consumer-jpeg-d,consume_markers,13733.962871287129,3494.6395776638205,404
cbench-consumer-jpeg-d,default_decompress_parms,5846.668316831683,1404.987007565904,202
cbench-consumer-jpeg-d,jpeg_consume_input,27929.01485148515,3507.4650517618243,202
cbench-consumer-jpeg-d,jpeg_read_header,11324.381188118812,1929.3068041449433,202
cbench-consumer-jpeg-d,use_merged_upsample,5460.914191419142,1775.5630481847897,606
cbench-consumer-jpeg-d,jpeg_calc_output_dimensions,42920.09405940594,4628.891836477796,404
cbench-consumer-jpeg-d,jinit_write_ppm,22542.173267326732,3351.203602699259,202
cbench-consumer-jpeg-d,prepare_range_limit_table,15349.064356435643,2499.6151884570168,202
cbench-consumer-jpeg-d,build_ycc_rgb_table,31009.361386138615,6487.154653283363,202
cbench-consumer-jpeg-d,jinit_color_deconverter,16950.29702970297,2984.5670337581814,202
cbench-consumer-jpeg-d,jround_up,5398.05198019802,943.3417579166735,404
cbench-consumer-jpeg-d,jpeg_get_large,5570.544554455446,1072.2964746934572,1212
cbench-consumer-jpeg-d,alloc_large,10792.767326732674,1895.6119567721191,1212
cbench-consumer-jpeg-d,alloc_sarray,16153.674257425742,2329.977725221943,1010
cbench-consumer-jpeg-d,jinit_upsampler,32954.67326732673,5393.851937950794,202
cbench-consumer-jpeg-d,jinit_d_post_controller,10945.544554455446,1603.5591540980306,202
cbench-consumer-jpeg-d,jinit_inverse_dct,27285.70297029703,2945.901992285272,202
cbench-consumer-jpeg-d,jinit_huff_decoder,10859.049504950495,1031.7572593944694,202
cbench-consumer-jpeg-d,jinit_d_coef_controller,16403.059405940596,2074.248455024083,202
cbench-consumer-jpeg-d,alloc_funny_pointers,27123.757425742573,3293.41312252067,202
cbench-consumer-jpeg-d,jinit_d_main_controller,33301.22277227723,5613.4043532167425,202
cbench-consumer-jpeg-d,realize_virt_arrays,5803.450495049505,2305.553336854161,202
cbench-consumer-jpeg-d,per_scan_setup,16454.787128712873,1798.248918633303,202
cbench-consumer-jpeg-d,latch_quant_tables,21835.336633663366,2576.1981911228863,202
cbench-consumer-jpeg-d,jpeg_make_d_derived_tbl,13973.853135313531,3862.387768150566,1212
cbench-consumer-jpeg-d,start_pass_huff_decoder,38582.9504950495,5425.401369247953,202
cbench-consumer-jpeg-d,start_iMCU_row,5492.26123381569,800.7094793978417,2626
cbench-consumer-jpeg-d,start_input_pass,19430.111386138615,9096.842084789756,404
cbench-consumer-jpeg-d,master_selection,72247.5594059406,7968.996063347466,202
cbench-consumer-jpeg-d,jinit_master_decompress,16010.148514851486,1557.5564539325176,202
cbench-consumer-jpeg-d,start_pass,7477.608910891089,1403.2513172000529,202
cbench-consumer-jpeg-d,start_output_pass,5423.366336633663,640.9152849193326,202
cbench-consumer-jpeg-d,start_pass_dcolor,5266.089108910891,599.9971575224527,202
cbench-consumer-jpeg-d,start_pass_upsample,5317.1435643564355,566.7320601862519,202
cbench-consumer-jpeg-d,start_pass_dpost,5625.232673267326,1270.4256192518806,202
cbench-consumer-jpeg-d,make_funny_pointers,6303.252475247525,627.0527449061523,202
cbench-consumer-jpeg-d,start_pass_main,10848.529702970298,1088.1490110539194,202
cbench-consumer-jpeg-d,prepare_for_output_pass,38668.29702970297,4506.932683083017,202
cbench-consumer-jpeg-d,output_pass_setup,10879.277227722772,1421.1625618626595,202
cbench-consumer-jpeg-d,jpeg_start_decompress,16292.698019801981,1960.3885143664102,202
cbench-consumer-jpeg-d,start_output_ppm,10456.554455445545,2145.36019763975,202
cbench-consumer-jpeg-d,jzero_far,5498.5581596621205,919.8362645612157,28886
cbench-consumer-jpeg-d,jpeg_fill_bit_buffer,5400.7615955681995,1008.3832343201613,532876
cbench-consumer-jpeg-d,jpeg_huff_decode,6253.776442471833,2157.5076056590387,58580
cbench-consumer-jpeg-d,decode_mcu,118916.83261787717,71984.91932485037,28886
cbench-consumer-jpeg-d,jpeg_idct_islow,6705.952869145088,1093.4338876324855,168064
cbench-consumer-jpeg-d,decompress_onepass,486206.3366336634,21069.91931804035,2626
cbench-consumer-jpeg-d,fullsize_upsample,5363.6368050266565,954.336112770832,21008
cbench-consumer-jpeg-d,h2v2_fancy_upsample,7658.5214442117285,1064.332895056875,42016
cbench-consumer-jpeg-d,ycc_rgb_convert,9904.860053313023,1106.3339487116727,42016
cbench-consumer-jpeg-d,sep_upsample,19081.38732863671,8477.904729611568,42016
cbench-consumer-jpeg-d,process_data_context_main,11120.097296268088,2054.327127141942,42016
cbench-consumer-jpeg-d,jpeg_read_scanlines,10724.94323591013,1477.9178850062399,42016
cbench-consumer-jpeg-d,put_pixel_rows,6670.825447448591,3460.844398459292,42016
cbench-consumer-jpeg-d,set_wraparound_pointers,5706.485148514851,303.51354158849284,202
cbench-consumer-jpeg-d,finish_input_pass,5481.816831683168,78.42860373893693,202
cbench-consumer-jpeg-d,set_bottom_pointers,5971.247524752475,1362.884728873951,202
cbench-consumer-jpeg-d,finish_output_ppm,15670.663366336634,1325.937061136042,202
cbench-consumer-jpeg-d,finish_output_pass,5498.024752475248,145.37474094444602,202
cbench-consumer-jpeg-d,term_source,5470.584158415842,865.6881571440362,202
cbench-consumer-jpeg-d,jpeg_free_large,5527.547854785478,1066.6012491991007,1212
cbench-consumer-jpeg-d,jpeg_free_small,5490.824752475248,781.3497749052518,1010
cbench-consumer-jpeg-d,free_pool,23688.574257425742,18834.451383022428,606
cbench-consumer-jpeg-d,jpeg_abort,10820.113861386139,272.7985824249738,202
cbench-consumer-jpeg-d,jpeg_finish_decompress,27871.78217821782,2025.156268665859,202
cbench-consumer-jpeg-d,jpeg_mem_term,5565.707920792079,2213.080246612603,202
cbench-consumer-jpeg-d,self_destruct,27485.633663366338,2751.7103526951737,202
cbench-consumer-jpeg-d,jpeg_destroy,10871.925742574258,1338.5454455793747,202
cbench-consumer-jpeg-d,jpeg_destroy_decompress,10740.524752475247,992.8157063360002,202
cbench-consumer-jpeg-d,main1,3307592.1039603963,410717.6994618783,202
cbench-consumer-jpeg-d,main,2812971,None,1
milepost-codelet-mibench-security-pgp-e-src-mpilib-codelet-1-1,astex_codelet__1,5488.579953,911.6790465104491,1000000
milepost-codelet-mibench-security-pgp-e-src-mpilib-codelet-1-1,main,5345656533,None,1
demo-codelet-openme-auto-tuning-plugins,astex_codelet__2,2610210.886535846,310201.14949522,5147
demo-codelet-openme-auto-tuning-plugins,main,54979678,None,1
milepost-codelet-mibench-automotive-basicmath-cubic-codelet-3-1,astex_codelet__3,5981.382838,984.9061321532905,1000000
milepost-codelet-mibench-automotive-basicmath-cubic-codelet-3-1,main,5539116619,None,1
milepost-codelet-mibench-telecomm-fft-fftmisc-codelet-5-1,astex_codelet__5,5369.545202,879.3371645362364,1000000
milepost-codelet-mibench-telecomm-fft-fftmisc-codelet-5-1,main,5313670137,None,1
cbench-network-patricia,bit,5244.595526326209,7104.703371018207,1111212
cbench-network-patricia,pat_search,36829.16934523809,8100.716508025827,16800
cbench-network-patricia,insertR,15891.130505623883,1713.9869867488378,76104
cbench-network-patricia,pat_insert,300417.9620471878,116205.02130425928,16784
cbench-network-patricia,main1,1370917.9345238095,47762.4128212203,168
cbench-network-patricia,main,1671656,None,1
milepost-codelet-mibench-consumer-lame-src-quantize-codelet-7-1,astex_codelet__7,18203.061040552137,1319.2306694203696,572177
milepost-codelet-mibench-consumer-lame-src-quantize-codelet-7-1,main,3041622406,None,1
cbench-telecom-crc32,crc32file,505645.3278530354,24559.31795395558,25911
cbench-telecom-crc32,main1,13176.103971286326,42906.31216735622,25911
cbench-telecom-crc32,main,157372838,None,1
cbench-automotive-susan,getint,23762.666666666668,18023.363097195077,3
cbench-automotive-susan,get_image,813554,None,1
cbench-automotive-susan,setup_brightness_lut,47528.74803149606,14593.894631431871,254
cbench-automotive-susan,susan_corners,62760478.33070866,8869048.4887012,254
cbench-automotive-susan,corner_draw,22806.36220472441,9683.677030995055,254
cbench-automotive-susan,free_brightness_lut,6177.9488188976375,1383.9696247646934,254
